change,spec_file,requirement_id,scenario_id,scenario_title,result,evidence
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-01,Portal,Portal não orquestra nem precifica,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-01,Órbita,Órbita delega execução externa a Cometa sem manter segredos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-01,Libra,Libra não infere consumo apenas de logs nem fatura todo evento técnico,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-01,Isolamento,Isolamento de adaptador ou temporizador apenas por critério explícito,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-02,SYNC,SYNC persiste o fato externo via resposta HTTPS sem depender da fila,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-02,ASYNC,ASYNC usa fila e mantém os mesmos invariantes com deduplicação de eventos posteriores,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-02,Cada,Cada domínio grava somente seu próprio estado no core compartilhado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-02,Tráfego,Tráfego estabelecido não consulta Atlas/Crossplane a cada pedido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-03,PostgreSQL,PostgreSQL é a escolha para o banco transacional por célula,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-03,SNS,SNS + SQS Standard é a escolha para o barramento sem presumir ordem,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-03,Cache,Cache funciona e cumpre o SLO qualificado sem Redis,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-03,Operar,Operar sem serviços AWS exige nova decisão de arquitetura,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-04,Atlas,"Atlas API usa Go pela uniformidade de toolchain, não pela velocidade de CRUD",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-04,Espera,"Espera de rede suportada libera a thread, mas bloqueio evitável no caminho crítico é proibido",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-04,Interface,Interface de Atlas em TypeScript/React não processa pedidos de clientes,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-04,Comparação,Comparação de desempenho entre Go e outras linguagens exige equivalência de condições,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-05,PostgreSQL,PostgreSQL compartilhado entre células é separado por célula,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-05,Dependência,"Dependência de produção exige versão fixada, plano de atualização, licença e proprietário",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-05,Mesh,Mesh ou Envoy não são adotados automaticamente para o controle adaptativo do Cometa,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-05,Traces,Traces do OpenTelemetry/Tempo não servem como fonte contábil ou única evidência de SLA,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-06,KEDA,KEDA é o único proprietário do HPA de um Deployment de worker,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-06,Crossplane,Crossplane reconcilia recursos mas não decide quando expandir,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-06,Redução,Redução de pods ou nós não apaga dados protegidos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,ARQ-06,Perda,Perda do plano de gestão impede novas expansões mas não desliga células prontas,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-01,SYNC,SYNC entre Órbita e Cometa dispensa broker no percurso obrigatório,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-01,Retorno,Retorno HTTP interno perdido não autoriza nova operação,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-01,gRPC,gRPC e request/reply sobre broker não são adotados como padrão do caminho SYNC,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-01,Pulsar,Pulsar consulta Órbita por HTTPS autenticado sem acesso direto ao banco,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-02,REST/JSON,REST/JSON por HTTPS é disponibilizado mediante OpenAPI e schemas homologados,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-02,SFTP,SFTP e gRPC/Protobuf não são aceitos automaticamente na v4,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-02,Conexão,Conexão direta do cliente ao banco é recusada independentemente do catálogo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-02,Integração,Integração via broker externo do parceiro exige ADR explícito,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-03,Publicação,Publicação usa outbox na mesma transação do estado local,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-03,Ack,Ack ao broker ocorre somente após o commit do inbox,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-03,Chave,Chave semântica reconhece fatos econômicos equivalentes com event_ids distintos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-03,Evento,Evento antigo não regride estado e gera pendência de reconciliação,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-04,Mudança,Mudança aditiva sem alteração de significado mantém compatibilidade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-04,Remoção,Remoção de campo ou mudança de unidade exige nova versão,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-04,Consumidor,Consumidor desconhecendo a versão obrigatória coloca a mensagem em quarentena,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-04,Campo,Campo crítico ausente rejeita a mensagem,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-05,GET,"GET e webhook entregam o mesmo corpo final, diferindo apenas em cabeçalhos de transporte",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-05,GET,GET pendente retorna 200 com a variante pendente sem ser evento final,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-05,Protocolo,Protocolo EXPIRED usa representação de erro prevista e não envia resultado tardio,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-05,URL,URL pré-assinada de arquivo não é injetada no corpo final congelado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-06,Fato,Fato final externo durável permite finalizar sucesso no mesmo HTTP público,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-06,HTTP,HTTP 200 sem fato conservado não é tratado como final válido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-06,Timeout,Timeout de rede não autoriza retry automático de negócio fora de Órbita/Cometa,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/arquitetura-e-comunicacao/spec.md,COM-06,Intenção,Intenção ASYNC marcada DIRECT não é tratada como comando QUEUED,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-01,Publicação,Publicação de versão com metadados completos e vínculo homologado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-01,Entrada,Entrada incompatível é recusada antes da execução,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-01,Consulta,Consulta histórica de versão descontinuada preserva semântica original,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-02,Cliente,Cliente visualiza apenas ofertas contratadas e autorizadas,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-02,Oferta,Oferta publicada mas não contratada é negada mesmo com token válido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-02,Suspensão,Suspensão de novas vendas não afeta pedidos já aceitos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-03,Agregação,Agregação bem-sucedida com seções obrigatória e opcionais presentes,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-03,Falha,Falha da parte obrigatória impede anúncio de sucesso completo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-03,Resposta,Resposta opcional ausente é declarada explicitamente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-04,Composição,Composição publicada com grafo acíclico válido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-04,Geocodificação,Geocodificação com múltiplas opções segue política do contrato,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-04,Publicação,Publicação recusada por ciclo ou ausência de política de falha,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-05,Consolidação,Consolidação por quórum sem cancelar trabalho em voo,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-05,Falha,Falha parcial não gera rollback universal,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-05,Produto,Produto com efeito irreversível oferece opção de resultado parcial,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-06,Seleção,Seleção de provedor elegível ordenado por regra versionada com decisão persistida,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-06,Failover,Failover recusado sem prova de segurança após timeout,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-06,Hedging,Hedging permanece desabilitado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-07,Pacote,Pacote com três passos gera receita única e discrimina custos sem triplicar preço,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-07,Configuração,Configuração impede cobrança simultânea de pacote e componentes,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-07,Oferta,Oferta não liberada sem contrato válido para todos os passos,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-08,Resposta,Resposta final e apuração financeira reconstruídas a partir de evidências persistidas,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-08,Passo,Passo compartilhado executa uma única vez quando declarado pelo produto,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-08,Pedidos,Pedidos distintos com payload coincidente não são deduplicados globalmente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-09,Contrato,"Contrato técnico do cliente valida entrada, traduz e valida saída antes da conclusão",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-09,Erro,Erro de transformação impede sucesso e preserva evidência canônica,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-09,Cliente,Cliente não pode selecionar tenant ou transformação arbitrária no pedido,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-09,Alteração,Alteração de configuração não afeta protocolo em voo nem histórico,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-10,Oferta,Oferta com prazo compatível com caminho crítico qualificado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-10,Timeout,Timeout não é convertido automaticamente em sucesso parcial,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-10,Classe,Classe compartilhada não é anunciada como isolamento físico total,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-11,Integração,"Integração de novo cliente por configuração, sem alteração de código",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-11,Ativação,Ativação recusada explicitamente por falta de capacidade homologada,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/catalogo-e-portfolio/spec.md,CAT-11,AUTO,AUTO nunca é conversão silenciosa de SYNC,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-01,Reconfiguração,Reconfiguração de integração existente sem deploy,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-01,Tentativa,Tentativa de introduzir transformação fora do conjunto seguro é recusada,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-01,Tela,"Tela de cadastro expõe campos obrigatórios, faixa válida e impacto",NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-02,Publicação,Publicação parcial de conjunto inconsistente é recusada,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-02,Nó,Nó desatualizado recusa novas admissões em vez de misturar versões,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-02,Revogação,Revogação emergencial é distribuída independentemente da interface humana,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-02,Evidência,Evidência de autorização vencida bloqueia apenas o escopo afetado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-03,Acesso,Acesso a payload sensível exige acesso excepcional auditado,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-03,Reexecução,Reexecução gera novo protocolo enquanto replay técnico preserva identidade,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,CFG-03,Ação,Ação de reprocessamento em massa não está disponível,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-01,Gateway,Gateway elimina cabeçalho de identidade forjado pelo cliente,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-01,Serviço,Serviço interno não confia apenas na origem de rede interna,NOT_RUN,
hub-interoperabilidade-v4,openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md,SEG-01,Operador,Operador de runtime não pode editar ledger publicado,NOT_RUN,
